請問您的性別是?,請問您的出生年次？,"請問您使用行動裝置音樂串流App的頻率為何? (單選)""行動裝置""定義為智慧型手機、平板電腦等攜帶式電子產品。""行動裝置音樂串流App""是指僅提供音樂串流服務的App，其中不包含Youtube，抖音等影音平台。",請問您最主要使用的手機品牌為何?(單選),當提到“音樂串流App”，請問您聯想到的品牌有哪些?第一個聯想到的品牌,第二個聯想到的品牌,第三個聯想到的品牌,"請問以下哪些音樂串流App是您知道或聽過的(KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂)","App logo設計有記憶點 - (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","廣告吸引人 - (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","是親友會推薦的 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","網路口碑好 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","曲庫多/經常推出新歌曲 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","會員制度好  -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","使用者介面親切易懂 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","歌曲風格/類別多 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","容易在社群網站上做分享 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","包含多國語言歌曲 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","歌曲風格/類別多 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","風格獨特的-  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","潮流的/流行的 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","創新的 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","貼心的 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","貼近生活的 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","有質感的 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","國際的 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)","專業的 -  (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂,都不符合)",不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 總排序,不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 排序1,不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 排序2,不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 排序3,不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 排序4,不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 排序5,不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 排序6,不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 排序7,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 歌曲數目多,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 介面使用方便,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 具定時停止播放功能,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 有自己關注的歌手、DJ,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 推薦歌單符合需求,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 可以更換介面主題,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 價格合理,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 經常有特價/促銷活動,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 親朋好友推薦,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 網路口碑好,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 有音樂人、專家使用,請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 是我熟悉、習慣使用的品牌,"包括目前有使用的音樂串流App，請問您曾經使用過哪些品牌的音樂串流App？ - (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂)","請問您最近一年使用過的哪些品牌的音樂串流App？ - (KKBOX,Spotify,Apple Music,My Music,Street Voice,Mixer Box,QQ音樂)",請問您為什麼會最常使用這個品牌的音樂串流App？ - 歌曲數目多,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 介面使用方便,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 具定時停止播放功能,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 有自己關注的歌手、DJ,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 推薦歌單符合需求,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 可以更換介面主題,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 價格合理,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 經常有特價/促銷活動,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 親朋好友推薦,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 網路口碑好,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 有音樂人，專家使用,請問您為什麼會最常使用 o個品牌的音樂串流App？ - 是我熟悉、習慣使用的品牌,請問您對目前使用的音樂串流平台滿意程度為何?,請問您平時從哪裡得知音樂串流App的相關資訊？ - 電視廣告/節目介紹,請問您平時從哪裡得知音樂串流App的相關資訊？ - 雜誌廣告/報導介紹,請問您平時從哪裡得知音樂串流App的相關資訊？ - 戶外廣告(街頭電視牆/大型看板/掛旗等),請問您平時從哪裡得知音樂串流App的相關資訊？ - 電子郵件/手機簡訊等廣告,請問您平時從哪裡得知音樂串流App的相關資訊？ - 網路廣告,請問您平時從哪裡得知音樂串流App的相關資訊？ - 音樂網站,請問您平時從哪裡得知音樂串流App的相關資訊？ - 音樂串流App Facebook粉絲團,請問您平時從哪裡得知音樂串流App的相關資訊？ - 音樂串流App Instagram官方帳號,請問您平時從哪裡得知音樂串流App的相關資訊？ - 網路口碑推薦(網路報導/部落格/PTT等),請問您平時從哪裡得知音樂串流App的相關資訊？ - 音樂串流App的官方網站,請問您平時從哪裡得知音樂串流App的相關資訊？ - 手機App廣告,請問您平時從哪裡得知音樂串流App的相關資訊？ - 親朋好友推薦,請問您平時從哪裡得知音樂串流App的相關資訊？ - 名人/明星和歌手/網路名人/Youtuber推薦,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 電視廣告/節目介紹,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 雜誌廣告/報導介紹,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 戶外廣告(街頭電視牆/大型看板/掛旗等),請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 電子郵件/手機簡訊等廣告,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 網路廣告,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 音樂網站,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 音樂串流App Facebook粉絲團,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 音樂串流App Instagram官方帳號,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 網路口碑推薦(網路報導/部落格/PTT等),請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 音樂串流App的官方網站,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 手機App廣告,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 親朋好友推薦,請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是？- 名人/明星和歌手/網路名人/Youtuber推薦,請問您目前的工作狀況是? ,請問您的個人月收入？ (包含薪水、房租、退休金、投資收入、利息、,請問您是使用這個品牌的哪個付費方案?,請問哪一個音樂串流App是您最常使用的？ (請勾選題目中有顯示的品牌。如果您最近一年只使用一個品牌，請勾選該品牌)
女,85,每週4次以上,iPhone,KKBOX,Spotify,Apple Music,1111111,11100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1100000,1100000,1101100,1101100,1100000,1100100,1000000,1101100,1100000,1100000,Apple Music		Spotify		KKBOX		Street Voice 街聲		Mixer Box		My Music		QQ音樂,Apple Music		,Spotify		,KKBOX		,Street Voice 街聲		,Mixer Box		,My Music		,QQ音樂,0,1,0,0,0,0,0,1,0,0,0,1,100000,100000,1,1,1,1,1,0,1,1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,學生 - 未兼職,"$5,000以下",家庭方案,Spotify
女,85,每週4次以上,iPhone,Spotify,KKBOX,無,1110110,11101100,11000000,1000100,1001100,10001000,1001000,11000000,11111100,11001000,11000100,11000000,11001000,1000,1000000,11000100,11000100,1000000,11111100,11111000,Spotify		KKBOX		Mixer Box		Street Voice 街聲		Apple Music		My Music		QQ音樂,Spotify		,KKBOX		,Mixer Box		,Street Voice 街聲		,Apple Music		,My Music		,QQ音樂,1,1,0,0,1,1,1,1,1,0,0,0,1100110,100010,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,學生 - 兼職打工/實習,"$5,001-$10,000",無付費,Mixer Box
男,84,每週4次以上,iPhone,Spotify,Apple Music,KKBOX,1110111,1000000,1,1100000,1101000,1100000,1100000,11101000,101000,11101000,1100100,1000,1100000,1000,1,1,1,1101000,1100000,1,Apple Music		Spotify		Street Voice 街聲		QQ音樂KKBOX		Mixer Box		My Music		,Apple Music		,Spotify		,Street Voice 街聲		,QQ音樂,KKBOX		,Mixer Box		,My Music		,1,1,0,1,0,0,0,0,1,0,0,1,1110110,110000,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,待業中,"$5,000以下",個人方案,Apple Music
男,82,每週4次以上,Asus,KKBOX,無,無,1110011,10100000,10000000,11000000,10000000,11000000,10000000,10000000,10000000,10000000,11000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10100000,10000000,KKBOX		Apple Music		Spotify		Mixer Box		My Music		Street Voice 街聲		QQ音樂,KKBOX		,Apple Music		,Spotify		,Mixer Box		,My Music		,Street Voice 街聲		,QQ音樂,1,1,1,1,1,1,1,1,0,1,1,1,1000000,1000000,1,1,0,0,1,1,0,0,0,1,1,1,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,KKBOX
女,79,每週4次以上,Asus,Spotify,KKBOX,無,1110001,11100000,10000000,1000000,1000000,11000000,1000000,1000000,1,11000000,1000000,11000000,11000000,1000000,11000000,1000000,11000000,1000000,1000000,1000000,Spotify		KKBOX		My Music		Apple Music		Street Voice 街聲		QQ音樂Mixer Box		,Spotify		,KKBOX		,My Music		,Apple Music		,Street Voice 街聲		,QQ音樂,Mixer Box		,1,1,0,1,0,1,1,1,0,1,0,0,1100000,1100000,1,1,0,1,1,0,0,1,0,0,1,0,4,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",家庭方案,Spotify
男,83,每週4次以上,iPhone,Spotify,Apple Music,KKBOX ,1110111,1000000,1000000,11100000,11000000,11100000,1100000,11100000,11100000,11100000,1100000,1000000,11100000,1100000,1100000,11000000,11101100,1000000,1100000,1000000,Apple Music		KKBOX		Spotify		Street Voice 街聲		Mixer Box		My Music		QQ音樂,Apple Music		,KKBOX		,Spotify		,Street Voice 街聲		,Mixer Box		,My Music		,QQ音樂,1,1,0,1,0,0,1,0,0,1,0,1,1110100,1110100,1,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,學生 - 兼職打工/實習,"$5,001-$10,000",個人方案,Apple Music
男,86,每週4次以上,Samsung,Spotify,KKBOX,My Music,1111010,1110000,11000000,100,1000000,1100000,1000000,11000000,1000000,10000000,1000000,1,11100000,1100000,1,1000000,1000000,1000000,1000000,1000000,Spotify		KKBOX		Mixer Box		Apple Music		My Music		QQ音樂Street Voice 街聲		,Spotify		,KKBOX		,Mixer Box		,Apple Music		,My Music		,QQ音樂,Street Voice 街聲		,1,1,0,0,1,0,1,0,0,1,0,0,1100010,1100010,1,1,0,0,1,0,1,0,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,學生 - 兼職打工/實習,"$5,000以下",家庭方案,Spotify
男,88,每週4次以上,OPPO,Spotify,KKBOX,Mixer Box,1110111,11000000,1000000,11000100,11000000,1000000,11000000,11000100,1000000,11000000,1000000,1,1000000,1000000,11000000,11000000,10000000,1000000,1000000,11000000,Spotify		KKBOX		Mixer Box		Apple Music		Street Voice 街聲		QQ音樂My Music		,Spotify		,KKBOX		,Mixer Box		,Apple Music		,Street Voice 街聲		,QQ音樂,My Music		,1,1,0,1,1,0,0,0,1,1,0,1,1100010,1100010,1,1,0,1,1,0,0,0,0,1,0,1,4,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,學生 - 兼職打工/實習,"$10,001-$20,000",家庭方案,Spotify
男,71,每週3次,iPhone,KKBOX,Apple Music,Mixer Box,1010010,10100100,100000,10100100,100100,10100000,100000,100,10100000,100000,10000100,100100,10100000,100000,100000,100000,10100100,100000,100100,10100100,Apple Music		KKBOX		Mixer Box		QQ音樂My Music		Spotify		Street Voice 街聲		,Apple Music		,KKBOX		,Mixer Box		,QQ音樂,My Music		,Spotify		,Street Voice 街聲		,1,1,0,0,1,0,0,0,0,1,0,0,1010011,10010,1,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",無付費,Mixer Box
男,84,每週4次以上,iPhone,Spotify,KKBOX,Mixer Box,1100010,11100000,11000000,11001000,11000000,11000000,1000000,11000000,11000000,11100100,11100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		KKBOX		Apple Music		Street Voice 街聲		Mixer Box		QQ音樂My Music		,Spotify		,KKBOX		,Apple Music		,Street Voice 街聲		,Mixer Box		,QQ音樂,My Music		,1,1,1,1,0,0,1,0,1,1,1,1,1100000,1100000,1,0,0,0,0,0,1,0,1,0,0,1,5,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,學生 - 兼職打工/實習,"$20,001-$30,000",家庭方案,Spotify
男,88,每週4次以上,Samsung,Apple,無,無,1000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,100000,10000000,100000,100000,100000,10000000,10000000,10000000,100000,10000000,KKBOX		Apple Music		My Music		Mixer Box		QQ音樂Street Voice 街聲		Spotify		,KKBOX		,Apple Music		,My Music		,Mixer Box		,QQ音樂,Street Voice 街聲		,Spotify		,0,0,0,0,0,1,1,0,1,1,1,1,1000000,1000000,1,0,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,全職員工 (每週工作時數為30小時或以上),"$20,001-$30,000",學生方案,KKBOX
女,75,每週4次以上,iPhone,KKBOX,Apple Music ,Spotify,1111010,11100000,10100000,10100000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10100000,10100000,10100000,10100000,10100000,10000000,KKBOX		Apple Music		Spotify		Mixer Box		My Music		QQ音樂Street Voice 街聲		,KKBOX		,Apple Music		,Spotify		,Mixer Box		,My Music		,QQ音樂,Street Voice 街聲		,1,1,0,1,1,0,0,0,1,1,1,1,1111000,1000000,1,1,0,1,1,1,0,1,1,1,1,1,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",個人方案,KKBOX
女,88,每週4次以上,iPhone,KKBOX,Apple Music,Soundcloud,1110010,11000100,1,11000100,1,1,1,11000100,1000000,1,11000100,100000,11100000,1000,1000,11100000,11100000,11101000,11100000,11101000,Spotify		KKBOX		Apple Music		Mixer Box		My Music		Street Voice 街聲		QQ音樂,Spotify		,KKBOX		,Apple Music		,Mixer Box		,My Music		,Street Voice 街聲		,QQ音樂,1,1,1,1,1,1,1,0,0,0,1,1,1100010,10,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,學生 - 未兼職,"$5,001-$10,000",無付費,Mixer Box
女,82,每週4次以上,iPhone,Spotify,無,無,1100010,1,1000000,1000000,1000000,11000000,1,1000000,1,1,1,1,11100000,1,100000,1,1,1,1,1,Spotify		Apple Music		KKBOX		My Music		Street Voice 街聲		Mixer Box		QQ音樂,Spotify		,Apple Music		,KKBOX		,My Music		,Street Voice 街聲		,Mixer Box		,QQ音樂,1,0,0,0,0,0,1,0,0,0,0,0,100000,100000,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,全職員工 (每週工作時數為30小時或以上),"$120,001-$130,000",家庭方案,Spotify
男,74,每週3次,iPhone,KKBOX,Spotify,無,1110000,11000000,10000000,11000000,11000000,10000000,11000000,11000000,10000000,1000000,1000000,1000000,11000000,11000000,11000000,10000000,10000000,1000000,1000000,1000000,KKBOX		Spotify		Apple Music		My Music		Mixer Box		QQ音樂Street Voice 街聲		,KKBOX		,Spotify		,Apple Music		,My Music		,Mixer Box		,QQ音樂,Street Voice 街聲		,0,1,0,0,0,0,0,0,0,0,0,1,1100000,1100000,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",無付費,KKBOX
女,85,每週4次以上,iPhone,Youtube ,無,無,1100010,11100000,1000000,10000000,11000000,1000,10000000,10000000,10000000,11000000,11001100,1000,10001000,1,1000,10000000,11000000,1,1000000,100000,Street Voice 街聲		Mixer Box		My Music		KKBOX		Spotify		Apple Music		QQ音樂,Street Voice 街聲		,Mixer Box		,My Music		,KKBOX		,Spotify		,Apple Music		,QQ音樂,0,1,0,1,0,0,0,1,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,學生 - 未兼職,"$5,001-$10,000",無付費,Spotify
男,89,每週4次以上,iPhone,KKBOX,Spotify,無,1111001,11000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,11000000,11100000,1000000,10000000,1000000,1000000,1,1,10100000,1100000,1000000,KKBOX		Spotify		Apple Music		Mixer Box		My Music		QQ音樂Street Voice 街聲		,KKBOX		,Spotify		,Apple Music		,Mixer Box		,My Music		,QQ音樂,Street Voice 街聲		,1,0,0,0,0,0,1,0,0,1,0,0,1100000,1100000,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,學生 - 未兼職,"$5,000以下",單筆繳費(半年),KKBOX
女,80,每週4次以上,iPhone,Spotify,KKBOX,Apple Music,1110010,11100000,11000000,11000000,11000000,11100100,11000000,11000100,10100100,11000100,10100100,1000000,1000000,1000000,1000000,11000000,1000000,1000000,1100000,1000000,Spotify		KKBOX		Apple Music		Mixer Box		Street Voice 街聲		My Music		QQ音樂,Spotify		,KKBOX		,Apple Music		,Mixer Box		,Street Voice 街聲		,My Music		,QQ音樂,1,1,0,1,0,0,1,0,1,1,0,1,1100010,1100010,1,1,0,1,1,0,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,學生 - 兼職打工/實習,"$30,001-$40,000",家庭方案,Spotify
女,89,每週4次以上,Asus,Spotify,Soundcloud,Melon,1110001,11000000,1000000,1,11100000,11100000,11000000,1000000,11100000,1000000,11100000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1100000,1000000,Spotify		Apple Music		KKBOX		QQ音樂My Music		Mixer Box		Street Voice 街聲		,Spotify		,Apple Music		,KKBOX		,QQ音樂,My Music		,Mixer Box		,Street Voice 街聲		,1,1,0,1,1,0,0,0,0,0,0,0,1100000,100000,1,1,0,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,學生 - 未兼職,"$5,000以下",無付費,Spotify
男,80,每週4次以上,iPhone,Apple Music,Spotify,KKBOX,1110000,11100000,1100000,100000,100000,1100000,100000,100000,100000,100000,100000,1100000,1100000,1100000,1100000,100000,100000,1100000,1100000,11100000,Apple Music		Spotify		KKBOX		My Music		Mixer Box		QQ音樂Street Voice 街聲		,Apple Music		,Spotify		,KKBOX		,My Music		,Mixer Box		,QQ音樂,Street Voice 街聲		,1,0,0,0,1,0,1,1,0,0,0,1,1110000,10000,1,1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,Apple Music
男,88,每週3次,OPPO,Spotify ,KKBOX,無,1100000,11100000,11000000,1000000,1000000,11000000,10000000,1000000,11000000,11100000,1100000,1000000,10000000,1000000,1000000,11010000,11000000,1100000,1100000,1100000,Spotify		KKBOX		Street Voice 街聲		Apple Music		Mixer Box		My Music		QQ音樂,Spotify		,KKBOX		,Street Voice 街聲		,Apple Music		,Mixer Box		,My Music		,QQ音樂,1,1,1,1,0,0,0,0,0,0,0,0,100000,100000,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,學生 - 未兼職,"$5,001-$10,000",無付費,Spotify
女,84,每週4次以上,iPhone,Spotify,Apple Music,melon,1110101,1000000,100000,1,1100000,1100000,1100000,1100000,1100000,1,1100000,1000,1100000,1000,1100000,1100000,1100000,1100000,1100000,1100000,Spotify		Apple Music		KKBOX		QQ音樂Street Voice 街聲		My Music		Mixer Box		,Spotify		,Apple Music		,KKBOX		,QQ音樂,Street Voice 街聲		,My Music		,Mixer Box		,1,1,0,0,0,0,1,0,0,0,1,0,1110101,110000,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",個人方案,Spotify
女,87,每週4次以上,HTC,Spotify,KKBOX,Apple Music,1111110,11001000,11100000,1101000,1000,1101000,11100000,11000000,11101000,11000000,1101000,1001000,11000000,1100000,1101000,11000000,10001000,1101000,1100000,100000,Spotify		Street Voice 街聲		Apple Music		KKBOX		My Music		Mixer Box		QQ音樂,Spotify		,Street Voice 街聲		,Apple Music		,KKBOX		,My Music		,Mixer Box		,QQ音樂,0,1,0,1,1,0,1,1,0,1,0,1,1100100,1100100,1,0,0,1,1,0,1,1,0,0,0,1,4,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,學生 - 未兼職,"$5,000以下",個人方案,Spotify
女,89,每週4次以上,HTC,Spotify,KKBOX,Apple Music,1100001,100,1000000,1,1000000,1000000,11000000,11000000,11000000,1,1000000,1000000,1000000,1000000,1000000,1,1000000,1000000,1000000,1100000,Spotify		KKBOX		Apple Music		QQ音樂My Music		Street Voice 街聲		Mixer Box		,Spotify		,KKBOX		,Apple Music		,QQ音樂,My Music		,Street Voice 街聲		,Mixer Box		,1,1,0,1,1,0,1,0,0,1,0,1,1100001,100000,1,0,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,學生 - 未兼職,"$5,000以下",個人方案,Spotify
男,82,每週4次以上,Samsung,Spotify,Apple Music,KKBOX,1100000,1100000,1,1000000,1001000,100000,1000000,1000000,1000000,1000000,100000,1000000,1000000,100000,100000,1000000,1000000,1000000,100000,100000,Spotify		Apple Music		KKBOX		My Music		Street Voice 街聲		Mixer Box		QQ音樂,Spotify		,Apple Music		,KKBOX		,My Music		,Street Voice 街聲		,Mixer Box		,QQ音樂,0,0,1,1,0,0,1,1,0,1,0,1,100000,100000,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",無付費,Spotify
女,78,每週4次以上,iPhone,Spotify,KKBOX,Apple Music,1111111,11111110,11111110,11100000,11111110,11100000,11100000,11111110,11100000,11111110,11111110,11111110,11111110,11111110,11111110,11100000,11111110,11111110,11111110,11111110,Spotify		KKBOX		Apple Music		My Music		Street Voice 街聲		Mixer Box		QQ音樂,Spotify		,KKBOX		,Apple Music		,My Music		,Street Voice 街聲		,Mixer Box		,QQ音樂,1,1,1,1,1,0,1,0,1,1,1,1,1111111,1111111,1,1,1,1,1,0,1,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,全職員工 (每週工作時數為30小時或以上),"$60,001-$70,000",家庭方案,Spotify
女,84,每週4次以上,Samsung,Spotify,KKBOX,Apple Music,1110010,11000000,10000000,1100000,10000000,1000000,10000000,1000000,1000000,100000,1100000,1000000,1000000,10000000,1000000,10000000,10000000,1000000,10100000,1000000,Apple Music		Spotify		KKBOX		My Music		Street Voice 街聲		Mixer Box		QQ音樂,Apple Music		,Spotify		,KKBOX		,My Music		,Street Voice 街聲		,Mixer Box		,QQ音樂,1,0,0,0,1,0,0,1,0,1,0,0,1000000,1000000,0,1,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,學生 - 兼職打工/實習,"$20,001-$30,000",個人方案,KKBOX
