請問您的性別是?,請問您最主要使用的手機品牌為何?(單選),當提到“音樂串流App”，請問您聯想到的品牌有哪些?第一個聯想到的品牌,第二個聯想到的品牌,第三個聯想到的品牌,"請問以下哪些音樂串流App是您知道或聽過的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都沒聽過","請問您認為哪個App的logo設計有記憶點? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的廣告吸引人? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是親友會推薦的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的網路口碑好? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的曲庫多/經常推出新歌曲? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的會員制度好? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的使用者介面親切易懂? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的歌曲風格/類別多? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App容易在社群網站上做分享? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App包含多國語言歌曲? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App歌曲風格/類別多? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App的風格是獨特的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是潮流的/流行的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是創新的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是貼心的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是貼近生活的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是有質感的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是國際的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合","請問您認為哪個App是專業的? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不符合",不論您是否曾聽過/使用過以下的品牌，請依您對這些品牌的整體喜好程度做一個排名，請將所有品牌排名排完。 - 總排序,"請問您在選擇要使用哪個“音樂串流App”時，考量的因素包含哪些? - 歌曲數目多, 介面使用方便, 具定時停止播放功能, 有自己關注的歌手、DJ, 推薦歌單符合需求, 可以更換介面主題, 價格合理, 經常有特價/促銷活動, 親朋好友推薦, 網路口碑好, 有音樂人、專家使用, 是我熟悉、習慣使用的品牌","包括目前有使用的音樂串流App，請問您曾經使用過哪些品牌的音樂串流App? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不曾使用過","請問您最近一年使用過的哪些品牌的音樂串流App? - KKBOX, Spotify, Apple Music, My Music, Street Voice, Mixer Box, QQ音樂, 都不曾使用過","請問您為什麼會最常使用這個品牌的音樂串流App? - 歌曲數目多, 介面使用方便, 具定時停止播放功能, 有自己關注的歌手、DJ, 推薦歌單符合需求, 可以更換介面主題, 價格合理, 經常有特價/促銷活動, 親朋好友推薦, 網路口碑好, 有音樂人，專家使用, 是我熟悉、習慣使用的品牌","請問您平時從哪裡得知音樂串流App的相關資訊? - 電視廣告/節目介紹, 雜誌廣告/報導介紹, 戶外廣告(街頭電視牆/大型看板/掛旗等), 電子郵件/手機簡訊等廣告, 網路廣告, 音樂網站, 音樂串流App Facebook粉絲團, 音樂串流App Instagram官方帳號, 網路口碑推薦(網路報導/部落格/PTT等), 音樂串流App的官方網站, 手機App廣告, 親朋好友推薦, 名人/明星和歌手/網路名人/Youtuber推薦","請問在您挑選與決定使用音樂串流App時，您最重視的訊息來源管道是? - 電視廣告/節目介紹, 雜誌廣告/報導介紹, 戶外廣告(街頭電視牆/大型看板/掛旗等), 電子郵件/手機簡訊等廣告, 網路廣告, 音樂網站, 音樂串流App Facebook粉絲團, 音樂串流App Instagram官方帳號, 網路口碑推薦(網路報導/部落格/PTT等), 音樂串流App的官方網站, 手機App廣告, 親朋好友推薦, 名人/明星和歌手/網路名人/Youtuber推薦",請問您目前的工作狀況是? ,請問您的個人月收入? (包含薪水、房租、退休金、投資收入、利息),請問您是使用這個品牌的哪個付費方案?,請問哪一個音樂串流App是您最常使用的？ (請勾選題目中有顯示的品牌。如果您最近一年只使用一個品牌，請勾選該品牌)
男,iPhone,Spotify,KKBOX,Apple Music？,1111000,1000000,1000000,11000000,1000000,11000000,1000000,1000000,11000000,1000000,11000000,11000000,1000000,100,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		KKBOX		Apple Music		My Music		Mixer Box		Street Voice 街聲		QQ音樂,110110101101,100000,100000,110110101101,10,10,學生 - 未兼職,"$5,000以下",家庭方案,Spotify
男,SONY,KKBOX,無,無,1100111,10001110,10000000,10001000,10000000,10000000,10000000,10000000,10000010,10000000,10000000,1000,10000000,1000,11000000,11000000,10000000,11001100,10000000,10000000,KKBOX		Spotify		Street Voice 街聲		QQ音樂Mixer Box		My Music		Apple Music		,110110110100,1100000,1000000,110100101101,1000110000010,10000000,學生 - 兼職打工/實習,"$50,001-$60,000",個人方案,KKBOX
男,SONY,spotfy,KKBOX,Apple Music,1100010,11000000,11000000,1,11000000,1000000,11000000,1,1,1,1,1000000,11000000,1,1,1,1,1,1100000,1,Spotify		KKBOX		Apple Music		Mixer Box		QQ音樂My Music		Street Voice 街聲		,110100000000,1100000,1100000,100,1000,1000,學生 - 兼職打工/實習,"$5,001-$10,000",無付費,KKBOX
女,iPhone,spodify,KKBOX,Apple Music,1110010,1000000,1,11000000,11000000,10000000,11100000,1100000,10000000,1,10000000,1000000,10000000,1,1000000,1,1000000,1000000,1000000,1,Spotify		KKBOX		Apple Music		Mixer Box		My Music		Street Voice 街聲		QQ音樂,110110100000,1110010,110000,10000001001,10,10,全職員工 (每週工作時數為30小時或以上),"$50,001-$60,000",家庭方案,Spotify
女,Asus,Spotify,無,無,1110010,11000010,1,1000000,11100000,1,1,11000000,1000000,1,10000000,1,11000000,1,1,1,10100000,11100000,10100000,1,Spotify		KKBOX		Apple Music		Street Voice 街聲		QQ音樂My Music		Mixer Box		,10100000101,1100000,100000,110110000101,100011100,10000,學生 - 兼職打工/實習,"$5,000以下",無付費,Spotify
男,Samsung,KKBOX,Spotify,無,1100010,11000100,1,1000000,10000000,1000000,10000000,10000000,1000000,11000000,11000000,10000000,10000000,10000000,11000100,10000000,10000000,10000000,1000000,1000000,Spotify		KKBOX		Mixer Box		Apple Music		My Music		Street Voice 街聲		QQ音樂,100100000001,100000,100000,110100000001,110000001,100000000,學生 - 未兼職,"$5,000以下",無付費,Spotify
女,iPhone,KKBOX ,Spotify,Street Voice,1110110,11100000,11000000,11101100,11100000,1100000,11000000,10100000,1100000,11101000,11100100,1101000,11101000,1011100,1000,11000000,11100000,11100000,1100000,11101000,KKBOX		Apple Music		Spotify		Mixer Box		Street Voice 街聲		My Music		QQ音樂,110110111101,1010110,1010110,1,100010010,10,學生 - 未兼職,"$10,001-$20,000",學生方案,KKBOX
女,iPhone,Spotify,無,無,1110110,100000,1,1000000,1000000,10000000,1,100,10000000,1000000,1,100,100000,10000000,1000000,10000,1000,1,1,1000000,Spotify		Apple Music		Street Voice 街聲		Mixer Box		KKBOX		My Music		QQ音樂,111100100001,100010,100010,10000000000,10010000,10000000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",無付費,Mixer Box
女,其他,Spotify ,KKBOX,無,1110110,11000000,1,11000000,11000000,1,1000000,1000000,1000000,1,1000000,1,1,1000,1,1000000,1000000,1,1100000,1100000,Spotify		KKBOX		Street Voice 街聲		Mixer Box		Apple Music		My Music		QQ音樂,110000100000,1100010,100000,101100,100010011,10,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",家庭方案,Spotify
女,HTC,Spotify,Youtube,無,1100000,11000000,1,1000000,1000000,1000000,1000000,1,11100000,11000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,11100000,Spotify		KKBOX		Apple Music		Street Voice 街聲		My Music		Mixer Box		QQ音樂,110110000000,1100000,100000,100100000000,10000,10000,學生 - 兼職打工/實習,"$20,001-$30,000",家庭方案,Spotify
男,iPhone,Apple Music,KKBOX,Spotify,1110010,10100000,10100000,10110000,11100000,10100000,11100000,100000,11100000,10100000,11100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,Apple Music		KKBOX		Spotify		My Music		Street Voice 街聲		Mixer Box		QQ音樂,110010100010,1010000,10000,110110100000,11000000,10000000,學生 - 兼職打工/實習,"$10,001-$20,000",學生方案,Apple Music
女,OPPO,KKBOX,Spotify,無,1110100,10000000,1,1000000,1000000,1,11000000,11000000,1000000,1,10000000,1000,1000000,1,1,1,10000000,1,1000000,1,Spotify		KKBOX		Street Voice 街聲		Apple Music		My Music		Mixer Box		QQ音樂,110110101001,1100000,1000000,1000,10,10,學生 - 兼職打工/實習,"$5,000以下",單筆繳費(一年),KKBOX
男,iPhone,Spotify ,Apple Music,KKBOX,1110010,11100100,11000100,11100100,11100100,11100100,11100100,11100100,11100100,11000100,11100100,11100100,11100100,11000000,11100100,11000000,11000000,11000100,1100000,11100100,Spotify		KKBOX		Mixer Box		Apple Music		My Music		QQ音樂Street Voice 街聲		,110011110101,100010,100010,100000101000,100111100111,10,學生 - 兼職打工/實習,"$10,001-$20,000",無付費,Spotify
男,Asus,Spotify,Apple,KKBOX,1110010,11100100,11100100,100,11100000,100,100,100,11100000,11100000,10000100,1000000,100000,10000000,100,100000,10000000,1000000,1000000,100,Mixer Box		My Music		Spotify		KKBOX		Apple Music		Street Voice 街聲		QQ音樂,111000100000,100010,100010,10000000000,10000,10000,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",無付費,Mixer Box
女,其他,百度影音,KKBOX,無,1110000,100000,1000,1,10000100,10110000,10000000,11100000,10101000,10100000,10111000,10011010,11011000,10101010,101010,10010100,1011010,1101000,1110100,11111110,KKBOX		My Music		Apple Music		Spotify		Street Voice 街聲		Mixer Box		QQ音樂,111110000011,1001000,1001000,100001100001,1000100001100,100,學生 - 兼職打工/實習,"$5,001-$10,000",學生方案,KKBOX
女,Asus,KKBOX,Spotify,無,1101000,1000000,10000000,10000000,10000000,10000000,10000000,1000000,10000000,10000000,10000000,1000000,10000000,1000000,1,10000000,10000000,11000000,10000000,10000000,KKBOX		Spotify		My Music		Apple Music		Street Voice 街聲		QQ音樂Mixer Box		,100101001,1000000,1000000,10000,101000001,1,學生 - 未兼職,"$5,001-$10,000",無付費,My Music
男,SONY,Sportify,無,無,1100000,1,1,1000000,1000000,1,1000000,1000000,1,1,1000000,1,1,1,1,1,11100000,11100000,1100000,1100000,Spotify		Apple Music		KKBOX		My Music		Mixer Box		Street Voice 街聲		QQ音樂,100100100000,100000,100000,100101000,10,10,全職員工 (每週工作時數為30小時或以上),"$40,001-$50,000",家庭方案,Spotify
女,iPhone,Apple Music ,Spotify,KKBOX,1110101,11101000,1100000,1100000,1001000,1100000,1100000,100000,1100000,1100000,1100000,11101000,11101000,1101000,1100000,1100000,1100000,1101000,1100000,1100000,Apple Music		Spotify		Street Voice 街聲		KKBOX		QQ音樂Mixer Box		My Music		,110100100001,1110000,110000,10110000101,100110000110,10,學生 - 兼職打工/實習,"$5,001-$10,000",家庭方案,Apple Music
女,iPhone,Spotify,Apple Music,KKBOX,1110010,1100000,1,1000000,1100000,1000000,100000,1100000,1000000,1100000,1100000,1000000,1100000,1100000,1100000,1100100,11100100,1100000,1100000,11100000,Apple Music		Spotify		KKBOX		Mixer Box		QQ音樂My Music		Street Voice 街聲		,100010100100,1110010,110000,10101100,10000,10000,學生 - 兼職打工/實習,"$5,001-$10,000",學生方案,Apple Music
女,iPhone,KKBOX,Spotify,無,1110100,100000,1000000,11001000,11000000,10000000,1,10000000,1,10000000,1,100000,1001000,1100000,1000,100000,11101000,100000,101000,1,KKBOX		Apple Music		Street Voice 街聲		Spotify		My Music		QQ音樂Mixer Box		,111110101101,1000000,1000000,1001,111,1,學生 - 未兼職,"$5,000以下",個人方案,KKBOX
男,iPhone,Apple Music,KKBOX,Spotify,1110010,11100000,11100000,10100000,11100000,1100000,10100000,10000000,1100000,11100000,1100000,1000000,100000,100000,100000,10000000,10000000,1000000,100000,100000,Apple Music		KKBOX		Spotify		Mixer Box		My Music		Street Voice 街聲		QQ音樂,110010111101,1010000,1010000,100000110000,1100110,100,學生 - 兼職打工/實習,"$10,001-$20,000",學生方案,Apple Music
男,iPhone,Soundcloud,Mixcloud,KKBOX,1110110,1001000,11000000,10000000,1001000,1000000,1000000,11000000,1000000,1001000,1100000,1001000,11000000,1001000,1001000,10000000,1000000,1000000,1000000,1000000,Spotify		KKBOX		Street Voice 街聲		Apple Music		My Music		Mixer Box		QQ音樂,100110100010,1110100,100100,100000000,1011,10,學生 - 兼職打工/實習,"$20,001-$30,000",個人方案,Spotify
女,SONY,KKBOX,Spotify,Apple Music,1110011,1,10000000,1,11000000,11100000,10000000,10000000,11100000,11000000,11100000,1000000,10100000,1000000,11100000,10000000,11100000,11100000,1100000,11100000,KKBOX		Spotify		Apple Music		My Music		Mixer Box		QQ音樂Street Voice 街聲		,110010100001,1000010,1000000,110010100001,100100000,100000,學生 - 未兼職,"$5,000以下",學生方案,KKBOX
女,Samsung,KKBOX,Spotify,Soundcloud,1100010,11000000,10000000,10000000,11000000,11000000,11000000,11000000,11000000,11000000,1000000,1000000,1000000,11000000,10000000,11000000,10000000,1000000,1000000,1000000,KKBOX		Spotify		Mixer Box		Apple Music		QQ音樂Street Voice 街聲		My Music		,110100100101,1100010,1100000,110110101101,10100111,10000000,學生 - 未兼職,"$5,000以下",個人方案,KKBOX
女,iPhone,KKBOX,Spotify,Apple Music,1110000,11100000,11000000,1000000,11000000,11100000,11100000,11000000,11100000,10000000,1000000,1000000,11100000,11000000,11100000,11000000,10000000,1000000,1100000,1000000,KKBOX		Spotify		Apple Music		QQ音樂Mixer Box		My Music		Street Voice 街聲		,110100100101,1110000,1110000,10100100100,101010010,10,學生 - 兼職打工/實習,"$5,001-$10,000",個人方案,Spotify
女,SONY,Spotify,KKBOX,無,1110001,1100000,1,1000000,1100000,11100000,1,11100010,11100010,10,11100000,10,11100000,11100000,11100000,11100000,10100000,100000,11100000,11100000,Spotify		Apple Music		KKBOX		QQ音樂Street Voice 街聲		Mixer Box		My Music		,100000000101,1110001,10000,100000000000,10,10,學生 - 兼職打工/實習,"$5,000以下",無付費,Apple Music
男,Samsung,Spotify,KKBOX,My Music,1111010,11000100,11000000,11000000,11000000,11000000,11000000,11000000,11000000,1,11000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		KKBOX		My Music		Mixer Box		Apple Music		Street Voice 街聲		QQ音樂,110110101111,1101000,101000,110110101101,1010,10,學生 - 未兼職,"$5,000以下",家庭方案,Spotify
男,iPhone,Spotify,KKBOX,無,1110001,1000000,1,1,1,1,1000000,1000000,1,1,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,Spotify		Apple Music		QQ音樂KKBOX		Mixer Box		My Music		Street Voice 街聲		,110100100110,110000,100000,100000,100000000,100000000,學生 - 兼職打工/實習,"$20,001-$30,000",家庭方案,Spotify
女,iPhone,KKBOX,Spotify,無,1110000,11100000,11000000,11000000,1000000,10000000,10000000,11000000,11000000,11000000,11000000,1000000,11000000,1100000,1000000,10000000,10000000,100000,1100000,11100000,KKBOX		Spotify		Apple Music		My Music		Street Voice 街聲		Mixer Box		QQ音樂,110000111001,1110000,1110000,100000111001,1001000000,1000000,學生 - 兼職打工/實習,"$5,001-$10,000",學生方案,KKBOX
女,iPhone,Apple Music ,無,無,1110000,11100000,11001000,11100000,1000,11001000,11100000,10000000,1000000,1000000,10000000,1101000,10000000,10000000,11000000,10000000,1000000,1000000,1100000,1100000,Apple Music		Spotify		KKBOX		Street Voice 街聲		Mixer Box		QQ音樂My Music		,1000110,10000,10000,1000100010,10,10,學生 - 未兼職,"$5,000以下",家庭方案,Spotify
女,iPhone,KKBOX,Spotify,My Music,1111110,11000000,100000,10000000,1100000,10100000,11110000,11010000,1000000,10100000,11110000,1000,1100000,1001000,1000,1110000,110000,1100000,1100000,11000000,Spotify		Apple Music		KKBOX		My Music		Street Voice 街聲		Mixer Box		QQ音樂,110110110001,1111100,1011000,0,100010100,10000,學生 - 未兼職,"$10,001-$20,000",個人方案,My Music
女,iPhone,Spotify,Apple Music,Street Voice ,110100,1,1,1,1101000,1100000,1001000,1001000,1100000,1100000,1000000,1000,1000000,1000,1001000,1000000,1000000,1101000,1100000,1100000,Spotify		Street Voice 街聲		Apple Music		KKBOX		My Music		QQ音樂Mixer Box		,110110100001,1110100,110100,110110100001,111001000,1000,學生 - 兼職打工/實習,"$5,000以下",家庭方案,Spotify
女,Samsung,KKBOX,無,無,1010000,10100000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,1,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,KKBOX		Apple Music		My Music		QQ音樂Street Voice 街聲		Mixer Box		Spotify		,1001,1000000,1000000,1001,1000100011001,1,全職員工 (每週工作時數為30小時或以上),"$30,001-$40,000",個人方案,KKBOX
女,iPhone,Apple Music,KKBOX,Spotify,1110100,10001000,1,1000,10101000,10100000,11100000,100000,11100000,100000,101000,1000,11000000,101000,1000,100000,11000000,100000,100000,100000,Apple Music		Street Voice 街聲		KKBOX		Spotify		My Music		QQ音樂Mixer Box		,111,10100,10100,100101000,10,10,學生 - 兼職打工/實習,"$5,001-$10,000",無付費,Street Voice 街聲
女,Samsung,KKBOX,無,無,1000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,KKBOX		QQ音樂My Music		Apple Music		Spotify		Mixer Box		Street Voice 街聲		,110111100101,1000000,1000000,110111000001,100000110,10,學生 - 未兼職,"$5,001-$10,000",無付費,KKBOX
男,Asus,KKBOX,Apple Music,Spotify,1111011,11100010,10100000,10000000,11100000,10100000,10100000,10100000,11100000,10100000,10100000,11100000,11100000,11100000,11100000,10100000,10100000,10100000,11100000,11100000,KKBOX		Apple Music		Spotify		QQ音樂My Music		Mixer Box		Street Voice 街聲		,110110110100,1110000,1110000,10100000,1010110011100,10000,全職員工 (每週工作時數為30小時或以上),"$20,001-$30,000",無付費,Spotify
